dataset,domain,architecture,run_id,timestamp,accuracy,f1_macro,f1_weighted,latency_ms,latency_std,failure_rate,explainability_score,avg_confidence,dependency,error_tolerance,ambiguity
Adult_Income,social_science,SemiSymbolic,7,2026-04-13T17:27:21.317152,0.857,0.7892443895530066,0.8498300941325934,0.0008871328830718995,0.0003407274056603668,0.0,2.399999999999999,0.5999999999999998,2.5,2.0,3.8
Adult_Income,social_science,Concurrency,7,2026-04-13T17:27:33.017593,0.876,0.811485690395652,0.8693831477328874,0.005699512958526612,0.007244135455574519,0.0,3.0,0.9465977174153629,2.5,2.0,3.8
Adult_Income,social_science,SemiSymbolic,8,2026-04-13T17:27:34.906529,0.8645,0.7923339025632203,0.8579505747025143,0.0008898403644561768,0.0003316405818650044,0.0,2.399999999999999,0.5999999999999998,2.5,2.0,3.8
Adult_Income,social_science,Concurrency,8,2026-04-13T17:27:46.711242,0.873,0.8102707749766573,0.8695089822595705,0.005771703004837036,0.007394230429378193,0.0,3.0,0.9276641808271734,2.5,2.0,3.8
Adult_Income,social_science,SemiSymbolic,9,2026-04-13T17:27:48.663719,0.8695,0.8162017780541402,0.8657884246555809,0.0009195348024368286,0.00033965377219042134,0.0,2.399999999999999,0.5999999999999998,2.5,2.0,3.8
Adult_Income,social_science,Concurrency,9,2026-04-13T17:28:00.547417,0.877,0.8120001956420728,0.8721360690616516,0.005805034637451172,0.006416032642081014,0.0,3.0,0.9480541433067621,2.5,2.0,3.8
Adult_Income,social_science,SemiSymbolic,10,2026-04-13T17:28:02.454382,0.8615,0.7963863352443861,0.8540732424814552,0.0008986850976943969,0.0003997147143261483,0.0,2.399999999999999,0.5999999999999998,2.5,2.0,3.8
Adult_Income,social_science,Concurrency,10,2026-04-13T17:28:14.094504,0.8685,0.7991887377714149,0.8610084848484848,0.005690299510955811,0.007269377653349633,0.0,3.0,0.938830112661234,2.5,2.0,3.8
Adult_Income,social_science,SemiSymbolic,11,2026-04-13T17:28:15.951763,0.8675,0.8068061817647636,0.8615984601359137,0.0008748427629470825,0.00042555945640129533,0.0,2.399999999999999,0.5999999999999998,2.5,2.0,3.8
Adult_Income,social_science,Concurrency,11,2026-04-13T17:28:28.013048,0.8685,0.79809913792938,0.8634330454902601,0.005872252106666565,0.007207315052749398,0.0,3.0,0.947083192712496,2.5,2.0,3.8
Adult_Income,social_science,SemiSymbolic,12,2026-04-13T17:28:29.966828,0.879,0.8057797381718255,0.874945457814075,0.00092159104347229,0.0005042005608723395,0.0,2.399999999999999,0.5999999999999998,2.5,2.0,3.8
Adult_Income,social_science,Concurrency,12,2026-04-13T17:28:41.996823,0.8525,0.7820651433143311,0.8459954617836453,0.005880385160446167,0.007927622709955076,0.0,3.0,0.9359172608784354,2.5,2.0,3.8
Adult_Income,social_science,SemiSymbolic,13,2026-04-13T17:28:43.967474,0.872,0.8103984594874833,0.8683255221448675,0.0009297131299972534,0.000447698101794835,0.0,2.399999999999999,0.5999999999999998,2.5,2.0,3.8
Adult_Income,social_science,Concurrency,13,2026-04-13T17:28:55.903716,0.873,0.8121965754710982,0.8677638527207097,0.005836006760597229,0.008385109772724875,0.0,3.0,0.9378591620669676,2.5,2.0,3.8
Adult_Income,social_science,SemiSymbolic,14,2026-04-13T17:28:57.928472,0.876,0.8108115118143633,0.8718910152250962,0.0009543832540512085,0.000502132281034983,0.0,2.399999999999999,0.5999999999999998,2.5,2.0,3.8
Adult_Income,social_science,Concurrency,14,2026-04-13T17:29:12.049850,0.877,0.8152920188131837,0.8717687005568271,0.006908581733703613,0.008022490450315311,0.0,3.0,0.9378591620669676,2.5,2.0,3.8
Adult_Income,social_science,SemiSymbolic,15,2026-04-13T17:29:14.159180,0.8725,0.8109794267784334,0.8682404686375953,0.000992206335067749,0.0004498558610870887,0.0,2.399999999999999,0.5999999999999998,2.5,2.0,3.8
Adult_Income,social_science,Concurrency,15,2026-04-13T17:29:26.867914,0.8595,0.7895596892223482,0.8538586739789057,0.006221626996994019,0.007378696047435412,0.0,3.0,0.9383446373641008,2.5,2.0,3.8
Adult_Income,social_science,SemiSymbolic,16,2026-04-13T17:29:28.837456,0.87,0.8016572301279616,0.864877202939745,0.0009287796020507812,0.00047583575769946624,0.0,2.399999999999999,0.5999999999999998,2.5,2.0,3.8
Adult_Income,social_science,Concurrency,16,2026-04-13T17:29:41.196499,0.867,0.7988736926790023,0.8639565567176187,0.006040866017341614,0.008533632638576283,0.0,3.0,0.9257222796386411,2.5,2.0,3.8
Adult_Income,social_science,SemiSymbolic,17,2026-04-13T17:29:43.633695,0.8705,0.8108709756684416,0.8665176519814186,0.0011537920236587525,0.0008950284770074456,0.0,2.399999999999999,0.5999999999999998,2.5,2.0,3.8
Adult_Income,social_science,Concurrency,17,2026-04-13T17:29:55.057394,0.8805,0.8210134011535275,0.8763209761434829,0.004981392741203308,0.0040526759948581546,0.0,3.0,0.9330044090956371,2.5,2.0,3.8
Adult_Income,social_science,SemiSymbolic,18,2026-04-13T17:29:58.830055,0.879,0.8240048638655804,0.8756550364426292,0.00182548987865448,0.0027461247331427036,0.0,2.399999999999999,0.5999999999999998,2.5,2.0,3.8
Adult_Income,social_science,Concurrency,18,2026-04-13T17:30:08.953693,0.88,0.8159226875287621,0.8751127473538886,0.004837126970291138,0.0026653296462571022,0.0,3.0,0.9354317855813024,2.5,2.0,3.8
Adult_Income,social_science,SemiSymbolic,19,2026-04-13T17:30:13.656641,0.861,0.7964953274448744,0.8551567703369246,0.002293129563331604,0.003109413729999246,0.0,2.399999999999999,0.5999999999999998,2.5,2.0,3.8
Adult_Income,social_science,Concurrency,19,2026-04-13T17:30:23.843943,0.8785,0.8231337425518744,0.8745912114938321,0.004953268527984619,0.0018783926078091194,0.0,3.0,0.9349463102841694,2.5,2.0,3.8
Credit_Card_Fraud,finance,SemiSymbolic,0,2026-04-13T17:30:28.588518,0.9852262234533703,0.95201169797944,0.9847101264981705,0.0009408604735482763,0.0004841861582201791,0.0,2.4,0.6,1.5,4.8,4.2
Credit_Card_Fraud,finance,Concurrency,0,2026-04-13T17:30:34.219058,0.9861495844875346,0.9523809523809523,0.9857422873897579,0.004656838798346832,0.001455162084731819,0.0,3.0,0.9955173103757796,1.5,4.8,4.2
